,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
43292,74,retired,married,tertiary,no,1843,no,no,cellular,15,mar,192,1,185,2,success,yes
43295,35,blue-collar,married,secondary,no,262,no,no,cellular,15,mar,427,1,181,3,success,yes
43296,42,admin.,married,secondary,no,16517,no,no,cellular,15,mar,549,5,203,4,failure,no
43299,67,retired,divorced,primary,no,2027,no,no,cellular,15,mar,161,2,-1,0,unknown,yes
43303,51,blue-collar,married,primary,no,3844,no,no,cellular,15,mar,195,2,215,1,other,no
43308,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
43313,51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure,no
43315,70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,unknown,no
43316,86,retired,married,primary,no,1817,no,no,cellular,16,mar,272,3,-1,0,unknown,no
43331,46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
43334,35,technician,single,secondary,no,1227,no,no,cellular,18,mar,593,4,90,6,other,yes
43346,29,self-employed,single,tertiary,no,3290,no,no,cellular,23,mar,136,1,291,2,success,yes
43349,28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,2,-1,0,unknown,yes
43355,77,management,married,tertiary,no,5619,no,no,cellular,25,mar,189,1,-1,0,unknown,no
43356,26,management,single,tertiary,no,1370,no,no,cellular,25,mar,231,1,295,1,other,no
43357,57,management,married,tertiary,no,10583,no,no,cellular,25,mar,272,1,178,6,success,yes
43358,58,services,married,secondary,no,307,no,no,telephone,25,mar,282,2,-1,0,unknown,no
43360,57,housemaid,married,primary,no,780,no,no,cellular,26,mar,94,2,-1,0,unknown,no
43362,47,management,single,tertiary,no,334,yes,no,cellular,26,mar,360,1,326,8,failure,yes
43369,35,admin.,married,tertiary,no,957,yes,no,cellular,26,mar,263,4,667,4,failure,no
43372,36,admin.,married,tertiary,no,1145,yes,no,cellular,29,mar,198,2,181,3,failure,no
43373,45,technician,married,secondary,no,2981,yes,yes,cellular,29,mar,88,3,311,3,failure,no
43377,28,admin.,single,tertiary,no,832,no,no,telephone,29,mar,433,3,342,1,failure,yes
43378,42,technician,married,secondary,no,2152,no,no,cellular,30,mar,361,2,181,2,failure,no
43388,27,student,single,secondary,no,6036,no,no,cellular,31,mar,175,1,181,1,failure,yes
43393,50,technician,divorced,secondary,no,0,no,no,cellular,1,apr,280,1,184,3,success,yes
43394,84,retired,married,secondary,no,81204,no,no,telephone,1,apr,390,1,94,3,success,yes
43399,45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,2,-1,0,unknown,yes
43417,30,management,married,tertiary,no,102,yes,no,cellular,5,apr,470,7,426,3,other,yes
43427,58,admin.,married,primary,no,1119,no,no,cellular,6,apr,122,4,341,2,failure,no
43440,29,technician,single,tertiary,no,218,yes,no,cellular,12,apr,169,1,-1,0,unknown,no
43447,71,retired,divorced,secondary,no,3104,no,no,telephone,12,apr,271,1,187,1,failure,no
43450,62,retired,married,secondary,no,2917,no,no,cellular,12,apr,147,1,188,1,success,no
43467,38,management,married,tertiary,no,413,no,no,cellular,13,apr,240,1,179,2,failure,yes
43477,35,self-employed,married,tertiary,no,1178,yes,yes,cellular,15,apr,220,2,183,5,failure,no
43478,75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,yes
43480,51,management,married,tertiary,no,469,no,no,cellular,15,apr,200,1,181,2,success,yes
43492,31,blue-collar,single,secondary,no,4,no,no,cellular,16,apr,148,2,182,3,other,no
43495,35,admin.,married,tertiary,no,690,no,no,cellular,19,apr,131,2,185,1,failure,no
43499,22,student,single,primary,no,3472,no,no,cellular,19,apr,529,1,181,4,success,yes
43500,27,services,single,secondary,no,453,no,no,cellular,19,apr,142,2,-1,0,unknown,yes
43502,57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,5,-1,0,unknown,yes
43505,55,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,167,1,181,3,success,yes
43510,38,technician,single,secondary,no,1711,no,no,cellular,20,apr,379,3,202,1,success,yes
43512,43,self-employed,married,tertiary,no,3157,no,no,cellular,21,apr,381,2,330,17,other,no
43516,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown,yes
43518,31,housemaid,single,primary,no,26965,no,no,cellular,21,apr,654,2,-1,0,unknown,yes
43521,51,management,married,secondary,no,335,no,no,cellular,22,apr,234,1,-1,0,unknown,no
43523,64,retired,divorced,secondary,no,4833,no,no,cellular,22,apr,247,2,251,1,failure,no
43525,62,management,married,tertiary,no,997,no,no,cellular,22,apr,554,1,304,2,success,yes
43529,31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,1,-1,0,unknown,yes
43533,73,retired,married,primary,no,796,no,no,cellular,23,apr,888,1,182,3,success,yes
43549,70,retired,married,secondary,no,2815,no,no,cellular,26,apr,125,2,182,1,failure,no
43550,30,technician,single,tertiary,no,655,no,no,cellular,26,apr,212,1,202,2,success,yes
43552,35,technician,married,tertiary,no,0,yes,yes,cellular,26,apr,135,3,363,2,failure,no
43557,63,blue-collar,married,primary,no,115,no,no,telephone,27,apr,325,1,180,7,failure,yes
43559,68,retired,married,primary,no,7945,no,no,cellular,27,apr,252,1,181,1,failure,no
43561,37,unemployed,single,secondary,no,2722,no,no,telephone,27,apr,426,2,179,3,other,yes
43562,26,management,single,tertiary,no,1438,no,no,cellular,27,apr,321,1,449,1,other,yes
43572,66,retired,married,primary,no,1004,no,no,cellular,28,apr,154,1,182,1,success,no
43579,29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,2,-1,0,unknown,yes
43583,56,technician,married,secondary,no,0,yes,yes,cellular,29,apr,152,1,223,3,other,no
43586,45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,2,-1,0,unknown,yes
43604,49,admin.,married,secondary,no,0,no,no,cellular,30,apr,551,1,-1,0,unknown,yes
43608,48,blue-collar,married,secondary,no,1730,yes,no,cellular,4,may,361,1,89,3,success,yes
43609,48,management,married,tertiary,no,0,yes,no,cellular,4,may,85,1,61,5,failure,no
43614,29,housemaid,single,tertiary,no,19,no,no,cellular,4,may,268,1,88,4,success,yes
43618,51,management,single,tertiary,no,4305,yes,no,cellular,4,may,126,1,-1,0,unknown,no
43620,64,management,married,unknown,no,2352,no,no,cellular,4,may,153,2,182,11,success,yes
43625,26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,2,-1,0,unknown,yes
43633,33,blue-collar,single,secondary,no,228,no,no,telephone,5,may,110,1,89,4,failure,no
43639,54,housemaid,married,secondary,no,1182,yes,no,cellular,6,may,118,2,241,2,failure,no
43656,35,management,married,tertiary,no,62,no,no,cellular,7,may,226,2,88,4,success,yes
43661,58,blue-collar,married,primary,no,226,yes,yes,cellular,10,may,135,3,-1,0,unknown,no
43667,78,retired,married,primary,no,832,no,no,telephone,11,may,97,3,-1,0,unknown,no
43675,34,technician,married,secondary,no,133,no,no,cellular,12,may,171,2,181,3,success,yes
43676,66,management,married,secondary,no,587,no,no,cellular,12,may,457,2,392,2,success,yes
43689,22,student,single,secondary,no,123,no,no,telephone,12,may,267,2,89,7,success,no
43696,27,self-employed,single,tertiary,no,168,no,no,cellular,13,may,271,1,182,2,success,no
43702,27,blue-collar,single,secondary,no,535,no,no,cellular,13,may,159,1,87,3,success,yes
43704,35,management,married,tertiary,no,8000,no,no,cellular,13,may,331,1,90,3,success,yes
43708,37,technician,single,tertiary,no,197,no,no,cellular,13,may,234,1,87,3,success,yes
43712,37,management,married,tertiary,no,393,yes,no,cellular,14,may,567,3,275,4,failure,yes
43714,63,retired,married,secondary,no,1486,no,no,cellular,14,may,698,5,316,3,other,no
43719,50,technician,divorced,secondary,no,0,yes,no,cellular,14,may,109,3,92,3,failure,no
43729,29,technician,single,tertiary,no,865,no,no,cellular,17,may,248,3,243,1,failure,no
43732,72,retired,married,secondary,no,5715,no,no,cellular,17,may,1114,1,181,2,success,yes
43734,27,student,single,tertiary,no,39,no,no,cellular,17,may,379,1,258,10,other,yes
43748,62,retired,married,secondary,no,3114,no,no,cellular,18,may,243,2,186,1,success,yes
43750,29,admin.,single,secondary,no,1070,yes,no,unknown,19,may,30,1,357,1,other,yes
43753,58,retired,married,secondary,no,1230,no,no,cellular,20,may,420,1,87,1,failure,yes
43755,46,management,single,secondary,no,5993,no,no,cellular,20,may,165,1,56,3,failure,no
43756,35,technician,single,tertiary,no,1880,no,no,cellular,20,may,154,1,-1,0,unknown,yes
43765,47,admin.,married,secondary,no,368,no,no,cellular,21,may,403,1,87,6,success,yes
43772,24,unemployed,single,secondary,no,2573,no,no,cellular,24,may,375,2,-1,0,unknown,yes
43778,52,admin.,single,secondary,no,726,yes,no,cellular,24,may,699,1,378,9,failure,yes
43779,27,technician,single,tertiary,no,2781,yes,no,cellular,24,may,168,1,389,1,failure,yes
43780,25,student,single,secondary,no,3713,no,no,cellular,24,may,323,2,353,3,other,yes
43783,33,management,single,tertiary,no,576,no,no,cellular,25,may,220,1,111,2,other,no
43784,28,student,single,secondary,no,1925,no,no,cellular,25,may,252,1,88,4,failure,yes
43785,30,admin.,single,secondary,no,265,yes,no,cellular,25,may,681,1,181,2,success,yes
43786,29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,1,-1,0,unknown,yes
43790,38,technician,married,secondary,no,205,no,no,cellular,26,may,332,1,-1,0,unknown,yes
43806,29,technician,divorced,secondary,no,124,no,no,unknown,27,may,125,1,-1,0,unknown,no
43815,60,admin.,divorced,secondary,no,162,no,no,unknown,27,may,74,1,-1,0,unknown,no
43816,55,services,divorced,secondary,no,379,no,no,cellular,27,may,275,3,219,2,other,no
43817,27,admin.,single,secondary,no,1408,no,no,cellular,27,may,242,2,-1,0,unknown,no
43820,60,unemployed,married,secondary,no,1047,no,no,cellular,27,may,173,3,279,4,success,yes
43830,26,student,single,secondary,no,4613,no,no,cellular,28,may,663,3,196,2,other,yes
43835,26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,1,-1,0,unknown,yes
43836,55,unemployed,married,primary,no,1212,no,no,cellular,31,may,178,1,-1,0,unknown,no
43838,41,entrepreneur,married,tertiary,no,70,no,no,unknown,31,may,14,1,557,1,failure,no
43844,28,blue-collar,single,secondary,no,-46,yes,no,cellular,1,jun,154,2,91,12,success,yes
43851,44,unemployed,married,secondary,no,317,yes,yes,unknown,1,jun,4,1,-1,0,unknown,no
43856,45,management,divorced,tertiary,no,0,no,no,unknown,1,jun,5,1,-1,0,unknown,no
43858,34,technician,single,secondary,no,1087,no,no,unknown,1,jun,7,1,-1,0,unknown,no
43861,27,blue-collar,single,tertiary,no,644,no,no,cellular,2,jun,657,1,182,1,success,yes
43876,56,admin.,married,secondary,no,699,no,no,unknown,7,jun,54,1,-1,0,unknown,no
43878,68,retired,married,unknown,no,3701,no,no,telephone,8,jun,149,1,-1,0,unknown,no
43890,34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success,yes
43895,39,blue-collar,married,secondary,no,276,no,no,cellular,9,jun,334,2,-1,0,unknown,yes
43905,67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,116,4,other,yes
43906,29,blue-collar,single,secondary,no,322,no,no,unknown,14,jun,434,1,96,6,other,yes
43907,36,management,married,tertiary,no,495,no,no,cellular,14,jun,187,1,94,9,success,yes
43912,27,admin.,single,unknown,no,861,no,no,cellular,14,jun,212,4,-1,0,unknown,yes
43915,28,unemployed,single,secondary,no,304,no,no,cellular,14,jun,516,1,-1,0,unknown,no
43923,62,retired,married,primary,no,1742,no,no,cellular,14,jun,167,2,98,6,other,yes
43928,59,retired,divorced,primary,no,1194,yes,no,cellular,15,jun,132,4,389,2,failure,no
43929,35,technician,married,secondary,no,294,yes,no,cellular,15,jun,238,6,98,5,success,no
43934,64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,1,-1,0,unknown,yes
43935,28,management,single,tertiary,no,2725,no,no,cellular,16,jun,292,1,504,1,failure,yes
43951,32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,1,-1,0,unknown,yes
43959,20,student,single,secondary,no,153,no,no,unknown,21,jun,100,1,-1,0,unknown,yes
43964,52,management,married,unknown,no,1708,no,no,telephone,23,jun,193,1,145,3,failure,no
43967,33,management,single,tertiary,no,224,no,no,cellular,23,jun,342,2,107,2,success,yes
43969,36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,yes
43973,25,student,single,secondary,no,1957,no,no,cellular,24,jun,1207,4,385,1,failure,yes
43976,37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,1,-1,0,unknown,yes
43977,24,student,single,unknown,no,1082,no,no,cellular,24,jun,185,1,-1,0,unknown,no
43978,35,management,married,tertiary,no,1870,yes,no,cellular,24,jun,134,1,386,1,failure,no
43987,26,student,single,secondary,no,696,no,no,unknown,24,jun,22,1,-1,0,unknown,no
43999,37,technician,married,tertiary,no,122,no,no,cellular,25,jun,266,2,318,3,other,yes
44006,38,management,single,tertiary,no,623,no,no,cellular,28,jun,297,4,144,4,other,yes
44007,48,management,single,tertiary,no,86,no,no,cellular,28,jun,281,3,186,6,other,yes
44018,57,unknown,married,primary,no,1884,no,no,telephone,28,jun,133,4,-1,0,unknown,no
44023,60,retired,married,secondary,no,2060,no,no,cellular,29,jun,135,4,95,4,failure,no
44025,41,admin.,married,secondary,no,3126,yes,no,cellular,29,jun,222,1,91,7,failure,yes
44028,30,student,single,secondary,no,314,no,no,cellular,29,jun,189,1,204,6,success,no
44030,35,unemployed,married,secondary,no,978,no,no,cellular,29,jun,660,2,182,6,success,yes
44033,33,management,single,tertiary,no,3143,no,no,cellular,29,jun,421,2,-1,0,unknown,yes
44038,27,student,single,secondary,no,1423,no,no,unknown,29,jun,8,1,-1,0,unknown,no
44046,77,retired,married,tertiary,no,1047,no,no,cellular,30,jun,108,5,-1,0,unknown,no
44069,32,self-employed,single,tertiary,no,4024,yes,no,cellular,2,jul,150,1,-1,0,unknown,no
44074,56,blue-collar,married,primary,no,1014,no,no,unknown,2,jul,5,1,-1,0,unknown,no
44080,30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
44081,65,retired,divorced,secondary,no,744,no,no,cellular,5,jul,182,1,-1,0,unknown,no
44085,50,technician,married,tertiary,no,0,no,yes,cellular,6,jul,257,1,85,7,failure,no
44088,60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,386,2,success,yes
44091,60,management,divorced,primary,no,2694,no,no,telephone,6,jul,295,1,-1,0,unknown,no
44092,43,technician,married,secondary,no,69,yes,yes,cellular,7,jul,156,1,260,2,failure,no
44095,29,management,single,tertiary,no,1808,no,no,cellular,7,jul,273,2,433,1,success,yes
44100,28,management,single,tertiary,yes,1414,yes,no,cellular,8,jul,294,1,521,1,failure,yes
44108,38,management,married,tertiary,no,2656,no,no,cellular,8,jul,230,2,-1,0,unknown,no
44111,19,student,single,secondary,no,372,no,no,telephone,8,jul,444,3,-1,0,unknown,yes
44119,29,management,single,secondary,no,966,no,no,cellular,9,jul,1185,1,396,2,other,no
44122,27,student,divorced,unknown,no,383,no,no,unknown,9,jul,15,1,-1,0,unknown,no
44125,53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,1,-1,0,unknown,yes
44138,29,services,single,secondary,no,102,no,no,cellular,12,jul,154,1,182,5,failure,no
44141,36,management,married,tertiary,no,93,no,no,cellular,12,jul,262,2,182,7,failure,yes
44142,31,management,single,tertiary,no,2907,yes,no,cellular,12,jul,248,1,194,3,failure,yes
44144,72,admin.,married,primary,no,2321,no,no,cellular,12,jul,200,6,122,6,other,no
44145,47,admin.,single,secondary,no,3696,no,no,cellular,12,jul,250,2,181,4,success,yes
44150,33,management,single,tertiary,no,1962,no,no,cellular,13,jul,363,1,181,1,failure,yes
44151,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,yes
44156,36,management,single,unknown,no,62,no,no,cellular,13,jul,311,1,91,2,success,yes
44164,26,blue-collar,single,secondary,no,2007,no,no,cellular,13,jul,272,3,182,2,success,yes
44169,24,student,single,primary,no,1235,no,no,cellular,14,jul,334,4,93,6,other,yes
44172,53,technician,married,primary,no,6181,no,no,cellular,14,jul,817,2,209,3,other,yes
44174,86,retired,married,primary,no,1255,no,no,telephone,14,jul,247,1,180,3,success,yes
44175,30,blue-collar,single,secondary,no,180,no,no,cellular,14,jul,203,1,183,2,failure,no
44176,27,student,single,unknown,no,132,no,no,cellular,14,jul,276,1,-1,0,unknown,yes
44177,34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,1,-1,0,unknown,yes
44192,64,housemaid,married,primary,no,768,no,no,cellular,15,jul,250,2,182,1,success,no
44198,61,retired,married,secondary,no,938,no,no,cellular,15,jul,392,2,183,3,success,yes
44208,22,student,single,primary,no,423,no,no,cellular,16,jul,316,1,179,10,success,yes
44211,46,management,married,secondary,no,766,yes,no,unknown,16,jul,6,1,-1,0,unknown,no
44213,41,management,divorced,tertiary,no,4567,yes,yes,cellular,16,jul,106,1,-1,0,unknown,no
44217,36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure,no
44218,30,management,single,tertiary,no,1268,no,no,cellular,16,jul,73,4,-1,0,unknown,no
44219,42,management,divorced,tertiary,no,5037,no,no,cellular,16,jul,100,6,84,14,success,no
44225,39,blue-collar,married,secondary,no,2467,no,no,cellular,19,jul,207,2,276,3,other,yes
44232,32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,11,-1,0,unknown,yes
44234,44,management,single,tertiary,no,1090,no,no,cellular,19,jul,204,4,532,2,other,yes
44240,29,admin.,single,secondary,no,1277,no,no,cellular,20,jul,165,2,481,1,success,yes
44242,31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,2,-1,0,unknown,yes
44265,42,technician,single,secondary,no,631,no,no,telephone,22,jul,171,2,413,3,failure,no
44268,37,technician,single,tertiary,no,0,yes,no,cellular,23,jul,366,6,-1,0,unknown,yes
44270,41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,1360,4,-1,0,unknown,yes
44280,82,retired,married,primary,no,243,no,no,cellular,26,jul,275,1,180,2,success,yes
44282,56,retired,married,secondary,no,393,no,yes,cellular,26,jul,183,1,221,2,failure,yes
44287,45,blue-collar,single,secondary,no,0,yes,no,cellular,26,jul,768,2,91,5,success,no
44291,37,management,married,tertiary,no,387,no,no,cellular,26,jul,128,2,419,1,failure,no
44297,23,student,single,secondary,no,794,no,no,cellular,26,jul,607,3,171,3,other,yes
44299,33,services,single,unknown,no,2297,no,no,cellular,27,jul,527,1,-1,0,unknown,yes
44304,27,services,single,secondary,no,230,no,no,unknown,27,jul,5,1,-1,0,unknown,no
44322,27,student,single,tertiary,no,311,no,no,cellular,28,jul,462,1,148,4,success,yes
44328,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown,yes
44335,77,retired,married,secondary,no,4112,no,no,telephone,29,jul,426,1,184,3,success,yes
44341,69,technician,married,tertiary,no,482,no,no,cellular,29,jul,478,1,267,1,failure,yes
44347,34,admin.,married,tertiary,no,0,no,no,cellular,30,jul,292,1,183,2,success,yes
44352,39,entrepreneur,married,secondary,no,689,no,no,cellular,30,jul,240,3,-1,0,unknown,no
44353,35,technician,single,secondary,no,1227,no,no,cellular,30,jul,1005,5,134,10,success,yes
